#
# This data is provided by behindthename.com and is licensed under CC BY-SA 4.0.
# To view a copy of this license, visit https://creativecommons.org/licenses/by-sa/4.0
#
# Given names, their genders and synonyms, exported from the behindthename.com database.
# Sun, 25 Apr 2021 23:47:57 -0700
#
# name	gender	related
Aabraham	m	Aapo
Aada	f	Ada
Aadan	m	
Aadolf	m	Aatto,Aatu,Atte
Aafje	f	
Aage	m	Åge
Aali	m	
Aalis	f	
Aaliyah	f	Alaiya,Alaya,Alayah,Aleah
Aamadu	m	
Aamina	f	Aaminah,Amina,Aminah
Aaminah	f	Aamina,Amina,Aminah
Aaminata	f	
'Aamir	m	Aamir
Aamir	m	'Aamir,Amir
Aamu	f	
Aang	m	
Aapeli	m	
Aapo	m	
Aaren	mf	Aaron,Arron
Aarne	m	
Aaro	m	Aaron
Aarón	m	
Aaron	m	Aaro,Arron
Aart	m	Arno,Arnold,Arnoud,Arnout,Noud
Aarthi	f	
Aarti	f	Arati,Arti
Aase	f	
Aatami	m	
Aatos	m	
Aatto	m	
Aatu	m	
Aava	f	
Abacuc	m	Habacuc
Abaddon	m	
Abbán	m	
'Abbas	m	Abbas
Abbas	m	'Abbas
Abbe	m	Aldert
Abbey	f	Abbi,Abbie,Abby,Abigail,Abigayle,Gail,Gale,Gayla,Gayle
Abbi	f	Abbey,Abbie,Abby,Abigail,Abigayle,Gail,Gale,Gayla,Gayle
Abbie	f	Abbey,Abbi,Abby,Abigail,Abigayle,Gail,Gale,Gayla,Gayle
Abby	f	Abbey,Abbi,Abbie,Abigail,Abigayle,Gail,Gale,Gayla,Gayle
Abd al-Aziz	m	Abdelaziz,Abdul-Aziz
Abd al-Hamid	m	Abdelhamid,Abdul-Hamid
Abd al-Kader	m	Abd al-Qadir,Abdelkader
Abd al-Karim	m	
Abd Allah	m	Abdulla,Abdullah
Abd al-Latif	m	Abdellatif
Abd al-Majid	m	Abdelmajid
Abd al-Malik	m	
Abd al-Qadir	m	Abd al-Kader,Abdelkader
Abd al-Rahim	m	Abd al-Rahman,Abd ar-Rahman,Abderrahim,Abderrahmane,Abdul-Rahman,Abdur-Rahim,Abdur-Rahman
Abd al-Rahman	m	Abd al-Rahim,Abd ar-Rahman,Abderrahim,Abderrahmane,Abdul-Rahman,Abdur-Rahim,Abdur-Rahman
Abd al-Rashid	m	Abdur-Rashid
Abd al-Wali	m	
Abd ar-Rahman	m	Abd al-Rahim,Abd al-Rahman,Abderrahim,Abderrahmane,Abdul-Rahman,Abdur-Rahim,Abdur-Rahman
Abdelaziz	m	Abd al-Aziz,Abdul-Aziz
Abdelhamid	m	Abd al-Hamid,Abdul-Hamid
Abdelkader	m	Abd al-Kader,Abd al-Qadir
Abdellatif	m	Abd al-Latif
Abdelmajid	m	Abd al-Majid
Abderrahim	m	Abd al-Rahim,Abd al-Rahman,Abd ar-Rahman,Abderrahmane,Abdul-Rahman,Abdur-Rahim,Abdur-Rahman
Abderrahmane	m	Abd al-Rahim,Abd al-Rahman,Abd ar-Rahman,Abderrahim,Abdul-Rahman,Abdur-Rahim,Abdur-Rahman
Abdias	m	
Abdiel	m	
Abdiou	m	
Abdolhossein	m	
Abdollah	m	
Abdolreza	m	
Abdou	m	
Abdoul	m	
Abdoulaye	m	
Abduh	m	Abdul
Abdul	m	Abduh
Abdulah	m	
Abdul-Aziz	m	Abd al-Aziz,Abdelaziz
Abdul-Hamid	m	Abd al-Hamid,Abdelhamid
Abdülhamit	m	
Abdülkadir	m	
Abdülkerim	m	
Abdulla	m	Abd Allah,Abdullah,Abdullo
Abdullaahi	m	
Abdullah	m	Abd Allah,Abdulla
Abdüllatif	m	
Abdullo	m	Abdulla
Abdullohi	m	
Abdul-Rahman	m	Abd al-Rahim,Abd al-Rahman,Abd ar-Rahman,Abderrahim,Abderrahmane,Abdur-Rahim,Abdur-Rahman
Abdurakhman	m	
Abdur-Rahim	m	Abd al-Rahim,Abd al-Rahman,Abd ar-Rahman,Abderrahim,Abderrahmane,Abdul-Rahman,Abdur-Rahman
Abdur-Rahman	m	Abd al-Rahim,Abd al-Rahman,Abd ar-Rahman,Abderrahim,Abderrahmane,Abdul-Rahman,Abdur-Rahim
Abdur-Rashid	m	Abd al-Rashid
Abduweli	m	
Abe	m	Abraham,Aldert,Bram
Abeba	f	
Abednego	m	
Abegail	f	Abbey,Abbi,Abbie,Abby,Abigail,Abigayle,Gail,Gale,Gayla,Gayle
Ábel	m	
Abel	m	
Abele	m	
Abelone	f	Lone
Abena	f	
Abene	f	
Abeni	f	
Abenner	m	
Aberash	f	
Abessa	m	
Abessalom	m	
Abha	f	
Abhay	m	
Abhijeet	m	Abhijit
Abhijit	m	Abhijeet
Abhilash	m	
Abhilasha	f	
Abhinav	m	
Abhishek	m	
Abi	f	
Abia	mf	
Abiah	mf	Abijah
Abiathar	m	
Abidan	m	
Abidemi	m	
Abiel	m	
Abigaia	f	
Abigaíl	f	
Abigaïl	f	
Abigail	f	Abbey,Abbi,Abbie,Abby,Abigayle,Gail,Gale,Gayla,Gayle
Abigayle	f	Abbey,Abbi,Abbie,Abby,Abigail,Gail,Gale,Gayla,Gayle
Abigél	f	
Abihu	m	
Abijah	mf	Abiah
Abilene	f	
Abílio	m	
Abilio	m	
Abimael	m	
Abimbola	mf	
Abimelech	m	
Abiodun	mf	
Abioye	m	
Abiram	m	
Abisai	m	
Abishag	f	
Abishai	m	
Abital	f	
'Abla	f	
Abner	m	
Abolfazl	m	
Abosede	f	Bose,Bosede
Aboubacar	m	Boubacar
Abraam	m	Abram
Abraão	m	
Ábrahám	m	
Abraham	m	Abe,Avi,Avraham,Braam,Bram
Abram	m	Abraam
Abramo	m	
Abrar	m	
Abrasha	m	Abram
Abril	f	
Absalom	m	
Abu	m	
Abu al-Fadl	m	Abul-Fazl
Abubakar	m	
Abu Bakr	m	
Abul-Fazl	m	Abu al-Fadl
Aca	m	Ace,Aco,Aleksandar,Saša,Sasho,Saško,Sašo
Acacia	f	
Acacius	m	Akakios
Acantha	f	Akantha
Ace	m	Aca,Aco,Aleksandar,Sasho,Saško,Sašo
Achaab	m	
Achab	m	Ahab
Achaicus	m	
Achaikos	m	
Achan	m	
Achard	m	
'Ach'av	m	
Acheloios	m	Achelous
Achelous	m	Acheloios
Achieng	f	
Achille	m	
Achilleas	m	
Achilles	m	Achilleus
Achilleus	m	Achilles
Achim	m	Jo,Joachim,Jochen,Jockel
Achinoam	f	
Acke	m	Axel
Aco	m	Aca,Ace,Aleksandar,Saša,Sasho,Saško,Sašo
Ad	m	Adriaan,Arie,Aris,Arjan
Ada	f	Aada,Adalheidis,Adaline,Adalyn,Adalynn,Addilyn,Adela,Adelais,Adelajda,Adelheid,Adelia,Adelina,Adeline,Adella,Adelyn,Adelynn,Alda
Adad	m	
Adad-Nirari	m	
Adaeze	f	
Adah	f	
Adair	mf	
Adalberht	m	Adalbert,Albert,Albertus
Adalbern	m	
Adalbert	m	Adalberht,Adelbert,Albert,Albertus,Albrecht
Adalberto	m	Alberto
Adalet	f	
Adalfarus	m	
Adalfuns	m	Alfons
Adalgard	f	
Adalhard	m	Alard
Adalheidis	f	Ada,Adelais
Adalia	m	Adlai
Adaline	f	Ada,Adalyn,Adalynn,Addie,Addilyn,Addy,Adeline,Adelyn,Adelynn,Aline
Adallindis	f	
Adalwin	m	Alwin
Adalwolf	m	Adolf,Adolphus
'Adalya'	m	Adlai
Adalyn	f	Adaline,Adalynn,Addie,Addilyn,Addy,Adeline,Adelyn,Adelynn,Alene,Aline
Adalynn	f	Adaline,Adalyn,Addie,Addilyn,Addy,Adeline,Adelyn,Adelynn,Alene,Aline
Ádám	m	
Adam	m	
Adamina	f	
Adamo	m	
Adamou	m	
Adamu	m	
Adán	m	
Adanna	f	
Adannaya	f	
Adão	m	
Adara	f	
Adde	m	Aldert
Addie	f	Adaline,Adalyn,Adalynn,Addilyn,Addison,Addy,Addyson,Adela,Adelaide,Adelia,Adeline,Adella,Adelyn,Adelynn,Alene,Aline,Della
Addilyn	f	Adaline,Adalyn,Adalynn,Addie,Addy,Adeline,Adelyn,Adelynn,Alene,Aline
Addison	fm	Addie,Addy,Addyson
Addy	fm	Adaline,Adalyn,Adalynn,Addie,Addilyn,Addison,Addyson,Adela,Adelaide,Adelia,Adeline,Adella,Adelyn,Adelynn,Alene,Aline,Della
Addyson	f	Addie,Addison,Addy
Ade	mf	Adebola,Adebowale,Adegoke,Adetokunbo
Adebayo	m	
Adebola	mf	Ade
Adebowale	mf	Ade
Adedayo	mf	
Adegoke	m	Ade
Adél	f	
Adel	m	Adil
Adéla	f	
Adela	f	Ada,Adelia,Adelina,Adelita,Adella,Alda,Delia,Della
Adelaida	f	
Adélaïde	f	
Adelaide	f	Addie,Addy,Della
Adelais	f	Ada,Adalheidis
Adelajda	f	Ada
Adélard	m	
Adelardo	m	
Adelbert	m	Adalbert,Albert,Albrecht,Elbert
Adèle	f	Adélie
Adele	f	Adelle
Adelė	f	
Adelheid	f	Ada,Aleid,Aleida,Alida,Elke,Heida,Heide,Heidi
Adelia	f	Adela,Adelita,Adella,Delia,Della
Adélie	f	Adèle
Adelina	f	Ada,Adela,Alda,Alina,Aline
Adeline	f	Ada,Adaline,Adalyn,Adalynn,Addie,Addilyn,Addy,Adelyn,Adelynn,Alene,Aline,Lina,Line,Lyna
Adelita	f	Adela,Adelia,Adelina
Adella	f	Adela,Adelia,Delia,Della
Adelle	f	Adele
Adelmar	m	Almir,Almiro
Adelyn	f	Adaline,Adalyn,Adalynn,Addie,Addilyn,Addy,Adeline,Adelynn,Alene,Aline
Adelynn	f	Adaline,Adalyn,Adalynn,Addie,Addilyn,Addy,Adeline,Adelyn,Alene,Aline
Adem	m	
Ademar	m	Ademir
Ademaro	m	
Ademir	m	Ademar
Aden	m	Aidan,Aiden,Aydan,Ayden
Adena	f	
Adenike	f	
Adeodatus	m	Deodatus
Aderyn	f	
Adetokunbo	mf	Ade
Ádhamh	m	
Adhara	f	
Adhiambo	f	
Adi	fm	Adolf,Adrian
Adil	m	Adel
Adila	f	
Adile	f	
Adilet	m	
Adin	m	
Adina	mf	
'Adinah	m	
Adino	m	
Adir	m	
Adisa	m	
Aditi	f	
Aditya	m	
Adjoa	f	Adwoa
Adlai	m	Adalia,'Adalya'
Admir	m	
Adna	f	
Adnan	m	
Adolf	m	Adalwolf,Adi,Adolphus,Alf
Adolfito	m	Adolfo,Fito
Adolfo	m	
Adolph	m	Dolph
Adolphe	m	
Adolphus	m	Adalwolf,Adolf
Adomas	m	
Adonai	m	
Adone	m	
Adonijah	m	
Adoniram	m	
Adonis	m	
'Adoniyah	m	
Adora	f	Adoración
Adoración	f	
Adorinda	f	
Adorján	m	Adrián
Adrastea	f	Adrasteia
Adrasteia	f	Adrastea
Adrastos	m	
Adria	f	Adriana,Adrianna,Adrianne
Adrià	m	
Adriaan	m	Ad,Arie,Aris,Arjan
Adrián	m	Adorján
Adrian	m	Adi
Adriana	f	Adria,Adrianna,Adrianne,Adriene
Adrianna	f	Adria,Adriana,Adrianne
Adrianne	f	Adria,Adriana,Adrianna
Adriano	m	
Adrianus	m	
Adriel	m	
Adrien	m	
Adriene	f	Adriana
Adrienn	f	
Adrienne	f	
Adrijan	m	Jadran,Jadranko
Adrijana	f	
Adsila	f	
Adva	f	
Adwoa	f	Adjoa
Adzo	f	
Æbbe	f	
Áed	m	Áedán,Áedh,Aodh,Aodhán
Áedán	m	Áed,Áedh,Aodh,Aodhán
Áedh	m	Áed,Áedán
Aegidius	m	
Aegle	f	Aigle
Ælfflæd	f	
Ælfgar	m	
Ælfgifu	f	
Ælfheah	m	
Ælfnoð	m	
Ælfræd	m	
Ælfric	m	
Ælfsige	m	
Ælfstan	m	
Ælfswiþ	f	
Ælfþryð	f	Ælfthryth
Ælfthryth	f	Ælfþryð
Ælfweard	m	
Ælfwig	m	
Ælfwine	m	
Aelia	f	
Aeliana	f	
Aelianus	m	
Aelita	f	
Aelius	m	
Aella	f	
Ælred	m	Æðelræd,Æþelræd,Æthelred
Aemilia	f	
Aemiliana	f	
Aemilianus	m	
Aemilius	m	
Aeneas	m	
Aengus	m	Angus,Aonghus
Aenor	f	
Aeolus	m	Aiolos
Aeron	mf	
Aerona	f	Aeronwy
Aeronwen	f	
Aeronwy	f	Aerona
Æsc	m	
Aeschylus	m	Aischylos
Aesculapius	m	Asclepius,Asklepios
Aeson	m	
Aesop	m	Aisopos
Æþelbeorht	m	Æðelberht
Æðelberht	m	Æþelbeorht
Æðelflæd	f	Æthelflæd
Æthelflæd	f	Æðelflæd
Æðelfrið	m	
Æðelmær	m	
Æthelnoð	m	
Æðelræd	m	Ælred,Æþelræd,Æthelred
Æþelræd	m	Ælred,Æðelræd,Æthelred
Æthelred	m	Ælred,Æðelræd,Æþelræd
Æðelric	m	Æthelric
Æthelric	m	Æðelric
Æðelstan	m	Æthelstan
Æthelstan	m	Æðelstan
Æðelþryð	f	Æthelthryth
Æthelthryth	f	Æðelþryð
Æthelweard	m	
Æðelwine	m	Æthelwine
Æthelwine	m	Æðelwine
Aetius	m	
Afaf	f	
Afan	m	
Afanasiy	m	Afanasy,Afonya
Afanasy	m	Afanasiy,Afonya
Afanen	f	
Afërdita	f	
Affan	m	
Afi	f	
Afia	f	Afua,Efua
Afif	m	
Afina	f	
Afolabi	m	
Afon	fm	
Afonso	m	
Afonya	m	Afanasiy,Afanasy
Afra	f	
África	f	
Àfrica	f	
Africa	f	Aifric
Africanus	m	
Afrim	m	
Afrodita	f	
Afrodite	f	
Afroditi	f	
Afsoon	f	Afsoun,Afsun
Afsoun	f	Afsoon,Afsun
Afsun	f	Afsoon,Afsoun
Afua	f	Afia,Efua
Afzal	m	
Agafon	m	
Agafya	f	Agata
Agam	fm	
Agamemnon	m	
Agape	f	
Agapetos	m	Agapetus
Agapetus	m	Agapetos
Agapi	f	
Agapios	m	
Agapito	m	
Agapitos	m	
Agar	f	
Agáta	f	
Agata	f	Agatka,Águeda,Jaga,Jagienka,Jagna
Agatha	f	Agathe,Aggie
Agathangelos	m	
Agathe	f	Agatha
Agathi	f	
Agathinos	m	Agathinus,Agathon
Agathinus	m	Agathinos,Agathon
Agathon	m	Agathinos,Agathinus
Agatino	m	
Agatka	f	Agata,Jagienka,Jagna
Agaue	f	
Agda	f	Agata
Åge	m	Aage
Age	mf	Agnes
Aggie	f	Agatha,Agnes,Annice,Annis
Aghavni	f	
Aghi	m	Egill
Aghil	m	
Ági	f	Ágnes,Ágota
Agi	m	Egino
Agilmar	m	
Agilulf	m	
Agim	m	
Aglaé	f	
Aglaea	f	Aglaia
Aglaia	f	Aglaea
Aglaya	f	
Agmundr	m	
Agnar	m	
Agnarr	m	
Agnė	f	
Agner	m	
Ágnes	f	Ági
Agnès	f	
Agnes	f	Age,Aggie,Agneta,Agnete,Agnetha,Agnethe,Annice,Annis,Hagne,Nancy,Nes,Neske
Agneša	f	
Agnesa	f	
Agnese	f	Agnija
Agnessa	f	
Agneta	f	Agnes,Agnetha
Agnete	f	Agnes,Agnethe
Agnetha	f	Agnes,Agneta
Agnethe	f	Agnes,Agnete
Agneza	f	Janja
Agni	mf	
Agnia	f	Agnessa
Agnieszka	f	Jaga,Jagienka,Jagna
Agnija	f	Agnese,Janja
Agniya	f	Agnessa
Agostina	f	
Agostinho	m	
Agostino	m	Dino
Ágoston	m	
Ågot	f	
Ágota	f	Ági
Agrafena	f	Grusha
Agrippa	mf	
Agrippina	f	
Agrona	f	
Águeda	f	Agata
Agung	m	
Agurne	f	
Agurtzane	f	
Agus	m	Bagus
Agustí	m	
Agustín	m	
Agustina	f	
Ah	mf	
Ahab	m	Achab
Aharon	m	
Ahava	f	
Ahenobarbus	m	
Ahinoam	f	
Əhməd	m	
Ahmad	m	Ahmed,Akhmad,Hameed,Hamid
Ahmadu	m	
Ahmed	m	Ahmad,Ahmet,Hameed,Hamid
Ahmet	m	Ahmed
Ahmose	m	Amosis,Iahmesu
Ahoth	m	
Ahriman	m	Angra Mainyu
Ahtahkakoop	m	
Ahti	m	
Ahura Mazda	m	Hormizd,Hormoz,Urmazd
Ahuva	f	Ahava
Ai	f	
Aias	m	Ajax
Aibek	m	Aybek
Aïcha	f	'Aisha,A'isha,Aisha,Aishah,Ayesha,Ayishah
Aïchatou	f	Aïssa,Aïssatou
Aida	f	Ayda
Aidan	m	Aden,Aiden,Aodh,Aodhagán,Aodhán,Aydan,Ayden,Edan
Aiday	f	
Aideen	f	Eadan,Éadaoin,Étaín
Aiden	m	Aden,Aidan,Aydan,Ayden
Aifric	f	Africa
Aigerim	f	Aygerim
Aigle	f	Aegle
Aignéis	f	
Aigul	f	
Aikaterine	f	
Aikaterini	f	Ekaterini,Kaiti,Keti
Aike	m	
Aiko	f	
Aila	f	Aili,Laila
Ailbhe	fm	Elva
Áile	f	Láilá
Aileas	f	
Aileen	f	Alene,Aline,Eibhlín,Eileen,Ilene
Ailen	f	Ayelen,Aylen
Aili	f	Aila,Laila
Ailill	m	
Ailín	m	
Ailís	f	
Ailpein	m	Alpin
Ailsa	f	
Aiman	fm	Ayman
Aimé	m	
Aimée	f	
Aimee	f	Ami,Amie,Amy
Aimi	f	Manami
Aimilios	m	Emilios
Aimo	m	
Ain	m	
Aina	f	Aino,Anaïs,Anna,Ayna
Ainara	f	Enara
Ainārs	m	
Aindrea	m	Dand
Aindréas	m	Aindriú
Aindriú	m	Aindréas
Áine	f	
Aineias	m	
Aingeal	f	
Aingeru	m	
Ainhoa	f	
Aino	f	Aina
Ainoa	f	
Ainslee	f	Ainsley,Ansley
Ainsley	fm	Ansley
Ainslie	f	Ainsley,Ansley
Aintza	f	Aintzane
Aintzane	f	Aintza
Ainur	f	
Ainura	f	Aynura
Aiolos	m	Aeolus
Aira	f	Airi
Airi	f	Aira
Aischylos	m	Aeschylus
'Aisha	f	Aïcha,A'isha,Aisha,Aishah,Ayesha,Ayishah
A'isha	f	Aïcha,'Aisha,Aisha,Aishah,Ayesha,Ayishah
Aisha	f	Aïcha,'Aisha,A'isha,Aishah,Ayesha,Ayishah,Iesha
Aishah	f	Aïcha,'Aisha,A'isha,Aisha,Ayesha,Ayishah
Aishat	f	
Aishath	f	
Aishatu	f	
Aishwarya	f	
Aislin	f	Aisling,Aislinn,Ashling
Aisling	f	Aislinn,Ashling
Aislinn	f	Aisling,Ashling
Aisopos	m	Aesop
Aïssa	f	Aïchatou,Aïssatou
Aïssatou	f	Aïchatou,Aïssa
Aistė	f	
Aisyah	f	
Aitana	f	
Aithan	m	
Aithne	f	Edna,Eithne,Ena,Enya,Ethna,Ethne,Etna
Aitor	m	
Aivar	m	Ivar
Aivars	m	
Aiza	f	Aizah
Aizah	f	Aiza
Ajax	m	Aias
Ajay	m	
Ajda	f	Ayda
Ajdin	m	
Ajeet	m	Ajit
Ajit	m	Ajeet
Ajith	m	
Ajla	f	
Ajna	f	
Ajnur	m	
Ajša	f	
Akachi	mf	
Akaki	m	
Akakios	m	Acacius
Akamu	m	
Akane	f	
Akanksha	f	
Akantha	f	Acantha
Akari	f	
Akash	m	
Akbar	m	
Åke	m	
Akeem	m	
Akemi	f	
Akhenaten	m	Akhenaton
Akhenaton	m	Akhenaten
Akhil	m	
Akhila	f	
Akhmad	m	Ahmad
Áki	m	
Aki	mf	Joakim,Jooa,Kim,Kimi
Akiba	m	Akiva,Yaakov,Yakov
Akihiko	m	
Akihito	m	
Akiko	f	
Akilah	f	Aqila
Akilina	f	Akulina
Akim	m	
Akimitsu	m	
Akinyi	f	
Akio	m	
Akira	mf	
Akiva	m	Akiba,Yaakov,Yakov
Akmad	m	
Akoni	m	Anakoni
Ákos	m	
Akosua	f	
Akpan	m	
Akpofure	mf	
Akram	m	Kareem,Karim
Aksana	f	Ksenia,Kseniya
Aksel	m	Axel
Akseli	m	
Akshay	m	
Aksinia	f	Aksinya
Aksinya	f	Aksinia
Aku	mf	Aukusti,Kusti
Akua	f	Ekua
Akuchi	mf	
Akulina	f	
Akvilė	f	
Al	m	Alan,Albert,Albie,Alec,Alex,Alexander,Allan,Allen,Allyn,Bert,Bertie,Lex,Sandy,Xander,Zander
Ala	m	
Ala al-Din	m	
Alaattin	m	
Alaba	f	
Aladdin	m	
Alaia	f	
Alain	m	Alan
Alaina	f	Alana,Alanna,Alannah,Alayna,Allyn,Lana
Alaiya	f	Aaliyah,Alaya,Alayah,Aleah
Alajos	m	
Al-Amir	m	
Alan	m	Al,Alain,Allan,Allen,Allyn
Alana	f	Alaina,Alanna,Alannah,Alayna,Allyn,Lana
Alani	f	
Alanis	f	Alaina,Alana,Alanna,Alannah,Alayna,Allyn,Lana
Alanna	f	Alaina,Alana,Alannah,Alayna,Allyn,Lana
Alannah	f	Alaina,Alana,Alanna,Alayna,Allyn,Lana
Alannis	f	Alaina,Alana,Alanna,Alannah,Alayna,Allyn,Lana
Alaois	m	
Alard	m	Adalhard
Alaric	m	
Alasdair	m	Alastair,Alistair,Alister,Ally
Alassane	m	Alhassan,Lassana
Alastair	m	Alasdair,Alistair,Alister,Ally
Alastar	m	
Alastríona	f	
Alaya	f	Aaliyah,Alaiya,Alayah,Aleah
Alayah	f	Aaliyah,Alaiya,Alaya,Aleah
Alayna	f	Alaina,Alana,Alanna,Alannah,Allyn,Lana
Alazne	f	
Alba	f	Elba
Albaer	m	Baer,Bèr
Alban	m	
Albano	m	
Albanus	m	
Albena	f	
Alberic	m	Alberich
Alberich	m	Alberic
Alberico	m	
Albert	m	Adalberht,Adalbert,Adelbert,Al,Albertus,Albie,Albrecht,Alik,Aubert,Bert,Bertie
Alberta	f	Albertina,Bertina,Birdie,Tina
Albertas	m	
Alberte	mf	Albertine
Albertina	f	Alberta,Tina
Albertine	f	Alberte
Alberto	m	Adalberto,Berto
Albertus	m	Adalberht,Adalbert,Albert
Albie	m	Al,Albert,Bert,Bertie
Albin	m	Aubin,Bine
Albína	f	
Albina	f	Alina,Alya
Albine	f	
Albino	m	
Albinus	m	
Alboin	m	Alfwin,Alwin
Alborz	m	
Albrecht	m	Adalbert,Adelbert,Albert
Albus	m	
Alby	m	
Alcaeus	m	Alkaios
Alcibiades	m	Alkibiades
Alcide	m	
Alcides	m	Alkeides
Alcippe	f	Alkippe
Alcmene	f	Alkmene
Alcyone	f	Alkyone,Halcyone,Halkyone
Alda	f	Adela,Adelina,Aldina,Dina
Aldara	f	
Aldebrand	m	
Aldegar	m	
Aldegonda	f	
Aldegund	f	
Alden	m	
Aldéric	m	
Aldert	m	Abbe,Abe,Adde,Ale,Alke,Alle,Alte,Atse
Aldhard	m	
Aldin	m	
Aldina	f	Alda,Dina
Aldith	f	Aldus
Aldo	m	
Aldona	f	
Aldous	m	
Aldreda	f	Etheldred,Etheldreda
Aldric	m	
Aldus	mf	Aldith
Aldwin	m	
Ale	mf	Aldert,Alejandra,Alejandro,Aleksanteri,Aleksi,Alessandro,Álex,Alex,Samppa,Sandro,Santeri,Santtu
Alea	f	Aaliyah,Alaiya,Alaya,Alayah,Aleah
Aleah	f	Aaliyah,Alaiya,Alaya,Alayah
Alease	f	Alecia,Alesha,Alesia,Alice,Alicia,Alisha,Alissa,Alyce,Alycia,Alys,Alysa,Alyse,Alysha,Alysia,Alyssa,Alyssia,Lesia,Lisha,Lyssa
Alec	m	Al,Alex,Alexander,Lex,Sandy,Xander,Zander
Alecia	f	Alease,Alesha,Alesia,Alice,Alicia,Alisha,Alissa,Alyce,Alycia,Alys,Alysa,Alyse,Alysha,Alysia,Alyssa,Alyssia,Lesia,Lisha,Lyssa
Aleĉjo	m	Aleksandro
Alecto	f	Alekto
Aled	m	
Aleesha	f	Alease,Alecia,Alesha,Alesia,Alice,Alicia,Alisha,Alissa,Alyce,Alycia,Alys,Alysa,Alyse,Alysha,Alysia,Alyssa,Alyssia,Lesia,Lisha,Lyssa
Aleid	f	
Aleida	f	
Áleifr	m	
Aleix	m	
Aleixo	m	
Alejandra	f	Ale
Alejandro	m	Ale,Álex
Alejo	m	Alexis
Aleka	f	Alexandra
Alekos	m	Alex,Alexandros
Aleks	mf	Aleksander,Aleksandr,Aleksandra,Aleksandrina,Aleksei,Aleksej,Aleksey,Aleš,Alesya,Alex,Alexandr,Alexandra,Alexei,Alexey,Alexsandr,Alik,Alya,Alyosha,Asya,Lyosha,Olek,Oleksandra,Sandi,Sanya,Saša,Sasha,Sashenka,Sashok,Sašo,Shura
Aleksandar	m	Aca,Ace,Aco,Sandi,Saša,Sasho,Saško,Sašo,Skender
Aleksandër	m	Skënder
Aleksander	m	Aleks,Aleš,Alex,Alexander,Olek,Sander,Sandi,Saša,Sašo
Aleksandr	m	Aleks,Alex,Alexandr,Alexsandr,Alik,Sanya,Sasha,Sashok,Shura
Aleksandra	f	Aleks,Aleksandrina,Alesya,Alexandra,Alja,Alya,Asya,Lesya,Ola,Oleksandra,Olesya,Sanda,Santa,Sanya,Saša,Sasha,Sashenka,Sashka,Saška,Shura
Aleksandras	m	
Aleksandre	m	Sandro
Aleksandrina	f	Aleks,Aleksandra,Alesya,Alexandra,Alya,Asya,Sanya,Sasha,Sashenka,Sashka,Shura
Aleksandro	m	Aleĉjo
Aleksandrs	m	
Aleksandru	m	
Aleksanteri	m	Ale,Samppa,Santeri,Santtu
Aleksei	m	Aleks,Aleksey,Alex,Alexei,Alexey,Alyosha,Lyosha
Aleksej	m	Aleks,Aleš
Aleksejs	m	
Aleksey	m	Aleks,Aleksei,Alex,Alexei,Alexey,Alyosha,Lyosha
Aleksi	m	Ale
Aleksy	m	
Alekto	f	Alecto
Alem	m	
Alemayehu	mf	
Alen	m	
Alena	f	Alenka,Ela,Elena,Ella,Helena,Helene,Helenka,Hella,Lena,Leni,Lenka,Magda,Magdaléna,Magdalena,Magdalene,Majda
Alene	f	Adaline,Adalyn,Adalynn,Addie,Addilyn,Addy,Adela,Adeline,Adella,Adelyn,Adelynn,Aileen,Aline,Eileen,Ilene
Alenka	f	Alena,Ela,Helena,Magda,Magdalena,Majda
Aleš	m	Aleks,Aleksander,Aleksej,Alex,Alexander,Alexandr,Alexej,Sandi,Saša,Sašo
Alesander	m	
Alesha	f	Alease,Alecia,Alesia,Alice,Alicia,Alisha,Alissa,Alyce,Alycia,Alys,Alysa,Alyse,Alysha,Alysia,Alyssa,Alyssia,Lesia,Lisha,Lyssa
Alesia	f	Alease,Alecia,Alesha,Alice,Alicia,Alisha,Alissa,Alyce,Alycia,Alys,Alysa,Alyse,Alysha,Alysia,Alyssa,Alyssia,Lesia,Lisha,Lyssa
Alessa	f	Alessandra,Sandra
Alessandra	f	Alessa,Sandra
Alessandro	m	Ale,Alex,Sandro
Alessia	f	
Alessio	m	
Alesya	f	Aleks,Aleksandra,Aleksandrina,Alexandra,Aliaksandra,Alya,Asya,Sanya,Sasha,Sashenka,Shura
Aleta	f	
Aletha	f	Alethea,Letha
Alethea	f	Aletha,Letha
Alevtina	f	
Álex	m	Ale,Alejandro
Àlex	m	Alexandre
Alex	mf	Al,Ale,Alec,Alekos,Aleks,Aleksander,Aleksandr,Aleksei,Aleksey,Aleš,Alessandro,Alexa,Alexander,Alexandr,Alexandra,Alexandre,Alexandrea,Alexandria,Alexandros,Alexandru,Alexei,Alexey,Alexina,Alexsandr,Ali,Alik,Allie,Ally,Alyosha,Lex,Lexa,Lexi,Lexie,Lexine,Lexy,Lyosha,Sander,Sandie,Sándor,Sandro,Sandu,Sandy,Sanya,Sanyi,Sasha,Sashok,Shura,Xande,Xander,Xandra,Zander,Zandra
Alexa	f	Alex,Alexandra,Alexandrea,Alexandria,Alexina,Ali,Allie,Ally,Lexa,Lexi,Lexie,Lexine,Lexy,Sandie,Sandy,Szandra,Zandra
Alexander	m	Al,Alec,Aleksander,Aleš,Alex,Alexandros,Lex,Sander,Sándor,Sandy,Sanyi,Xander,Zander
